"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000085117",3114.20548141785,1.42947663492644,0.054784335339588,26.0927987182037,4.40076031648676e-150,4.02847239406098e-148,"CD82","3732","CD82 molecule"
"ENSG00000101290",1758.73428502496,1.54280735346343,0.059136833740062,26.0887716823815,4.8890584977571e-150,4.44783605802125e-148,"CDS2","8760","CDP-diacylglycerol synthase 2"
"ENSG00000109189",2091.9060865614,1.46011805223303,0.0559793520218108,26.0831538683074,5.66190589955208e-150,5.11933553052751e-148,"USP46","64854","ubiquitin specific peptidase 46"
"ENSG00000117143",1623.79807423536,-1.69881930932208,0.0653630351020808,-25.9905205850515,6.33823636413215e-149,5.69591021552315e-147,"UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948617,25.9632398074475,1.28882642605324e-148,1.15119538588925e-146,"AREG","374","amphiregulin"
"ENSG00000113810",918.429735878976,-1.9856597067054,0.0765890821389067,-25.9261457540917,3.37890399296197e-148,2.99989681013696e-146,"SMC4","10051","structural maintenance of chromosomes 4"
"ENSG00000145386",450.26224000273,-3.10890498877508,0.120002979901351,-25.9068982397834,5.56847094903281e-148,4.914258972865e-146,"CCNA2","890","cyclin A2"
"ENSG00000151617",710.546799779895,2.1545254975647,0.0832667876466075,25.8749683812556,1.27437879237169e-147,1.11796396678417e-145,"EDNRA","1909","endothelin receptor type A"
"ENSG00000110047",3014.55720899113,-1.20897741771514,0.0467772156749344,-25.8454335143974,2.73840363935352e-147,2.38808241637824e-145,"EHD1","10938","EH domain containing 1"
"ENSG00000151012",4009.60870282584,1.45380323667348,0.0563449571211962,25.8018341117271,8.45665303797641e-147,7.33142073374684e-145,"SLC7A11","23657","solute carrier family 7 member 11"
"ENSG00000196230",17874.1195224617,-1.05868155867294,0.0411790311985814,-25.7092390922838,9.21458162031405e-146,7.94178385498178e-144,"TUBB","203068","tubulin beta class I"
"ENSG00000100219",1292.73730450521,-1.75351919166241,0.0683006144683796,-25.6735492837216,2.30829240244233e-145,1.97788450158111e-143,"XBP1","7494","X-box binding protein 1"
"ENSG00000130340",2836.38350867057,1.32523698681346,0.0516805160773766,25.6428744796065,5.07720323881998e-145,4.32530759154502e-143,"SNX9","51429","sorting nexin 9"
"ENSG00000182718",28278.3402998713,-0.988250953049852,0.038593154124338,-25.60689778985,1.27822677154896e-144,1.08267276776371e-142,"ANXA2","302","annexin A2"
"ENSG00000164465",2941.35331768419,1.62321272285458,0.0634762079360454,25.5719863494371,3.12738821559534e-144,2.63379700122538e-142,"DCBLD1","285761","discoidin, CUB and LCCL domain containing 1"
"ENSG00000158710",4951.47819637122,-1.05787546891052,0.0413709909432792,-25.5704648303179,3.25165679507194e-144,2.72289305941877e-142,"TAGLN2","8407","transgelin 2"
"ENSG00000171241",406.777106119105,-3.16899855220184,0.124184814370965,-25.5184063224946,1.23172609665235e-143,1.02560334533685e-141,"SHCBP1","79801","SHC binding and spindle associated 1"
"ENSG00000178105",1002.41705891287,1.8081180970944,0.0710022501727364,25.4656449999198,4.73732629249976e-143,3.92239971341919e-141,"DDX10","1662","DEAD-box helicase 10"
"ENSG00000091136",13741.7986166577,1.0336372527242,0.0406057268375125,25.455455011565,6.14300854061494e-143,5.05785809338453e-141,"LAMB1","3912","laminin subunit beta 1"
"ENSG00000116017",1240.61918348325,1.61349436653128,0.0634120336814389,25.4446084261695,8.09936319197856e-143,6.63157859574334e-141,"ARID3A","1820","AT-rich interaction domain 3A"
"ENSG00000122729",2756.95550510449,-1.26418739243532,0.0499630594668295,-25.302441562343,3.00259054260075e-141,2.44487179098618e-139,"ACO1","48","aconitase 1"
"ENSG00000166833",556.856531079937,-2.37829700051933,0.0942926779197629,-25.2224992755335,2.26955692163438e-140,1.83784230280481e-138,"NAV2","89797","neuron navigator 2"
"ENSG00000127955",1237.15518256482,1.61939760502773,0.064205347995262,25.2221607014299,2.28905171422931e-140,1.84349968110992e-138,"GNAI1","2770","G protein subunit alpha i1"
"ENSG00000050405",2131.92988407929,-1.55950418732694,0.0620525089561947,-25.1320085772496,2.22307131861526e-139,1.78063179857346e-137,"LIMA1","51474","LIM domain and actin binding 1"
"ENSG00000128965",2124.44876634206,1.40556404006796,0.0559851700868393,25.1060064279126,4.27622154803786e-139,3.40664611756659e-137,"CHAC1","79094","ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"ENSG00000119139",934.406871097792,-1.97322321576969,0.078602648933631,-25.1037750322613,4.5230084144688e-139,3.58387623722802e-137,"TJP2","9414","tight junction protein 2"
"ENSG00000138764",921.332962951573,1.91563659397246,0.0764213838261274,25.0667613966646,1.14632376375391e-138,9.03450247604549e-137,"CCNG2","901","cyclin G2"
"ENSG00000169826",1948.50883733891,1.75776331661891,0.0702057492534142,25.037312973815,2.40001467723212e-138,1.88145831452378e-136,"CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"ENSG00000022840",1812.56672576679,-1.39013020414176,0.0556424309894709,-24.9832758817603,9.29161310256295e-138,7.24549174103559e-136,"RNF10","9921","ring finger protein 10"
"ENSG00000075213",5605.07446406258,1.13270710331986,0.0455425440697516,24.8714059887616,1.5174548185033e-136,1.17706574290008e-134,"SEMA3A","10371","semaphorin 3A"
"ENSG00000184117",601.648439964638,-2.19696964760106,0.0885167166750025,-24.8198276001068,5.47723621390782e-136,4.2263616398206e-134,"NIPSNAP1","8508","nipsnap homolog 1"
"ENSG00000112186",594.764952135933,-2.53736152454626,0.102354795858823,-24.7898645418238,1.15309386310936e-135,8.85119653880511e-134,"CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2"
"ENSG00000197594",381.182790486167,-3.06334811046515,0.123810345148455,-24.7422629085803,3.75568075833403e-135,2.86793901638999e-133,"ENPP1","5167","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"ENSG00000112245",6125.61860488633,1.14057980720136,0.0461280237639043,24.7263965401847,5.56419845709706e-135,4.22706994127301e-133,"PTP4A1","7803","protein tyrosine phosphatase type IVA, member 1"
"ENSG00000172216",1647.22428540748,1.97002714548624,0.0797030047403377,24.7171000880624,7.00449659765372e-135,5.29396260801131e-133,"CEBPB","1051","CCAAT/enhancer binding protein beta"
"ENSG00000112893",4969.97864352219,1.16532341859307,0.0471709625618262,24.7042535344852,9.62647906206196e-135,7.23852287840149e-133,"MAN2A1","4124","mannosidase alpha class 2A member 1"
"ENSG00000095303",4934.95564410681,1.44995566007876,0.0587912237280018,24.6627909428624,2.68330581037801e-134,2.007439646363e-132,"PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"ENSG00000013810",552.986640142839,-2.54496218843326,0.103286733769398,-24.6397779807351,4.7364083390218e-134,3.52551444952037e-132,"TACC3","10460","transforming acidic coiled-coil containing protein 3"
"ENSG00000166086",1065.59139838825,-1.65755746055532,0.0674091337893035,-24.589508385262,1.63574401296963e-133,1.2114369478968e-131,"JAM3","83700","junctional adhesion molecule 3"
"ENSG00000163110",1686.05792564461,-1.59121450856351,0.0647755503724158,-24.5650480685243,2.98696474831324e-133,2.20109432303203e-131,"PDLIM5","10611","PDZ and LIM domain 5"
"ENSG00000150471",361.934827073375,4.01053764624824,0.16374262595626,24.4929359281166,1.75670684094895e-132,1.28807688666197e-130,"ADGRL3","23284","adhesion G protein-coupled receptor L3"
"ENSG00000126787",369.945435388785,-3.10772344362086,0.127224742109848,-24.4270366917906,8.8288131654989e-132,6.44153705114469e-130,"DLGAP5","9787","DLG associated protein 5"
"ENSG00000174780",2113.12662726014,-1.48883890705709,0.0610171624695822,-24.4003301169453,1.69643950255135e-131,1.23163179254196e-129,"SRP72","6731","signal recognition particle 72"
"ENSG00000057608",3760.72007296674,-1.11098000611122,0.0455525881172726,-24.3889546572208,2.24004660627518e-131,1.61832386682763e-129,"GDI2","2665","GDP dissociation inhibitor 2"
"ENSG00000180801",1754.25149799141,-1.79259337475818,0.0735268586941467,-24.3801164172526,2.7797869616814e-131,1.99846342640295e-129,"ARSJ","79642","arylsulfatase family member J"
"ENSG00000130176",930.891057346889,-1.89412778615325,0.0776958576006097,-24.3787486829721,2.87420120146041e-131,2.05630957801571e-129,"CNN1","1264","calponin 1"
"ENSG00000070669",959.561594045913,-2.13885821626947,0.0878517043418241,-24.3462347406186,6.35489622253927e-131,4.52456331052096e-129,"ASNS","440","asparagine synthetase (glutamine-hydrolyzing)"
"ENSG00000085832",605.654170098824,-2.08679774261618,0.0857825810455756,-24.3265907504868,1.02583735972234e-130,7.26864952287878e-129,"EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"ENSG00000182871",6966.04805606542,1.04719605650169,0.0431713073246104,24.2567603669653,5.61067615727976e-130,3.95646627779852e-128,"COL18A1","80781","collagen type XVIII alpha 1 chain"
"ENSG00000183955",461.365005299309,-2.45277694448397,0.101315350582856,-24.209331857151,1.77424323565743e-129,1.24518080033901e-127,"KMT5A","387893","lysine methyltransferase 5A"
"ENSG00000137872",1248.4907971535,1.80789923590846,0.0747721185079386,24.1787884573113,3.71954368706861e-129,2.59803956682546e-127,"SEMA6D","80031","semaphorin 6D"
"ENSG00000120802",815.817509505704,-1.92923664690573,0.0798757285414562,-24.1529771575659,6.9477530302628e-129,4.82999925283081e-127,"TMPO","7112","thymopoietin"
"ENSG00000143248",679.495343922114,2.03805449505954,0.0844821088350212,24.1240958963217,1.39679034831802e-128,9.66473997817419e-127,"RGS5","8490","regulator of G protein signaling 5"
"ENSG00000176619",2255.35802338392,-1.25066259429512,0.051856261188592,-24.1178705450184,1.62351864920979e-128,1.11810363794645e-126,"LMNB2","84823","lamin B2"
"ENSG00000138778",450.871623803202,-2.60091046876662,0.107847325262657,-24.1165968876115,1.67425036853731e-128,1.14767915960478e-126,"CENPE","1062","centromere protein E"
"ENSG00000136108",749.956363794828,-2.0278312706929,0.0840958332765168,-24.1133382200418,1.81136889741569e-128,1.2359238338015e-126,"CKAP2","26586","cytoskeleton associated protein 2"
"ENSG00000138160",450.256121980529,-2.57259429071114,0.106744183527292,-24.1005571048599,2.466314437862e-128,1.67355600574947e-126,"KIF11","3832","kinesin family member 11"
"ENSG00000132510",1120.05262837464,2.03191960635991,0.0843106050211999,24.100403571401,2.47547298991305e-128,1.67355600574947e-126,"KDM6B","23135","lysine demethylase 6B"
"ENSG00000206538",1272.58071138268,-1.63652050315261,0.0679147572627913,-24.0966848607029,2.70797408371706e-128,1.82238000209233e-126,"VGLL3","389136","vestigial like family member 3"
"ENSG00000183087",7251.69353875924,-1.28493604450496,0.0533945942225794,-24.0649088772658,5.82819199889133e-128,3.90435880362093e-126,"GAS6","2621","growth arrest specific 6"
"ENSG00000196954",1646.04498038007,1.47071772887539,0.0612734195873337,24.0025403964791,2.61602179600475e-127,1.74456693346236e-125,"CASP4","837","caspase 4"
"ENSG00000138685",3034.69182901513,1.52420381001118,0.0635035379218423,24.0018723348472,2.65838143913426e-127,1.76482998423247e-125,"FGF2","2247","fibroblast growth factor 2"
"ENSG00000103241",3621.65221195857,1.20921905373403,0.0505830585328335,23.905613634437,2.6775258445301e-126,1.7695684258603e-124,"FOXF1","2294","forkhead box F1"
"ENSG00000170017",5496.29709942867,-1.21291801593476,0.0507534566015738,-23.8982346652059,3.19495302754196e-126,2.10210793392471e-124,"ALCAM","214","activated leukocyte cell adhesion molecule"
"ENSG00000152578",320.281587756857,4.7925467837605,0.200558123070669,23.8960492369177,3.36655177993167e-126,2.20516622811702e-124,"GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"ENSG00000077238",1496.22837370371,1.8449368650784,0.0773511228407565,23.8514555099167,9.78029851037318e-126,6.37796634716283e-124,"IL4R","3566","interleukin 4 receptor"
"ENSG00000130227",1119.09057857363,-1.53811698675027,0.0645529127529947,-23.8272282559227,1.74431064298177e-125,1.13249560600288e-123,"XPO7","23039","exportin 7"
"ENSG00000124795",1373.42152304554,-1.4972700590732,0.0628903274947319,-23.8076365431332,2.78376249857392e-125,1.7994338466659e-123,"DEK","7913","DEK proto-oncogene"
"ENSG00000137807",569.129258708053,-2.41741984787654,0.101615757807734,-23.7898127222602,4.25772062642539e-125,2.74018718743482e-123,"KIF23","9493","kinesin family member 23"
"ENSG00000133657",7582.2834927043,1.11916973232027,0.0470823288456095,23.7704837411548,6.74762073590485e-125,4.32375801764199e-123,"ATP13A3","79572","ATPase 13A3"
"ENSG00000105894",2459.30427166169,1.24018283000987,0.0523262331756766,23.7009766372092,3.52304193858354e-124,2.24773125934391e-122,"PTN","5764","pleiotrophin"
"ENSG00000164050",1279.7844491408,1.6110899756254,0.0680313533997602,23.6815805524028,5.58262257891159e-124,3.5464091193103e-122,"PLXNB1","5364","plexin B1"
"ENSG00000169679",337.231679499979,-3.03236952808374,0.128262147455262,-23.6419675504142,1.42768703884454e-123,9.03058007660549e-122,"BUB1","699","BUB1 mitotic checkpoint serine/threonine kinase"
"ENSG00000244405",708.442649750106,-1.94727367430278,0.0824656840826698,-23.6131391616262,2.8247384005292e-123,1.77910233106835e-121,"ETV5","2119","ETS variant 5"
"ENSG00000026025",27065.0508484239,-0.912826999292932,0.0386619983207931,-23.6104453711591,3.01058574849998e-123,1.88808564942097e-121,"VIM","7431","vimentin"
"ENSG00000137962",747.210466132633,-2.18043533862429,0.092363085365078,-23.6072163462904,3.24951075506647e-123,2.02929192831227e-121,"ARHGAP29","9411","Rho GTPase activating protein 29"
"ENSG00000058668",11001.8331862377,-1.21109922910249,0.0513179865511074,-23.5998976284145,3.86345239954253e-123,2.40251314196025e-121,"ATP2B4","493","ATPase plasma membrane Ca2+ transporting 4"
"ENSG00000235162",2094.46407356622,-1.58967521810747,0.0674009952113653,-23.5853374734654,5.45039621422369e-123,3.37512350442138e-121,"C12orf75","387882","chromosome 12 open reading frame 75"
"ENSG00000188229",4439.01233276079,-1.1728912890831,0.049808837141061,-23.5478552884383,1.3205067203472e-122,8.14294060438371e-121,"TUBB4B","10383","tubulin beta 4B class IVb"
"ENSG00000180398",6314.02540084802,-0.968904983809755,0.0411526115846775,-23.544191887217,1.43969185629259e-122,8.84090774085006e-121,"MCFD2","90411","multiple coagulation factor deficiency 2"
"ENSG00000177283",725.828163002343,1.92278197175967,0.0818100677422578,23.5029993841025,3.80064097661977e-122,2.31551270865044e-120,"FZD8","8325","frizzled class receptor 8"
"ENSG00000126247",4295.38198573447,-1.12665768105201,0.0479367950515102,-23.5029830392576,3.80210391839738e-122,2.31551270865044e-120,"CAPNS1","826","calpain small subunit 1"
"ENSG00000138180",359.368768496895,-3.18370064675951,0.135514957737674,-23.4933523199885,4.76962273731185e-122,2.89278600421819e-120,"CEP55","55165","centrosomal protein 55"
"ENSG00000106546",1554.54278579126,1.7425619804875,0.07419445783728,23.4864170624336,5.61515838440492e-122,3.39164771595737e-120,"AHR","196","aryl hydrocarbon receptor"
"ENSG00000076382",405.631109926366,-2.73534033100002,0.116545234799775,-23.4702030992458,8.22217161259139e-122,4.94605572352538e-120,"SPAG5","10615","sperm associated antigen 5"
"ENSG00000184743",1576.71654061342,-1.67301186677122,0.0713081422474199,-23.4617227997095,1.00361426453057e-121,6.01271017506162e-120,"ATL3","25923","atlastin GTPase 3"
"ENSG00000148700",4285.82315131084,0.98780378790633,0.0421081996630233,23.4587039059225,1.07740983439267e-121,6.42869074464742e-120,"ADD3","120","adducin 3"
"ENSG00000154380",2793.82588213183,-1.19259000095347,0.0508684508534307,-23.4445905260557,1.50101493640563e-121,8.92014440836541e-120,"ENAH","55740","ENAH, actin regulator"
"ENSG00000197063",1329.11793708827,1.50802320855706,0.0643407590281368,23.4380699161101,1.74939574270786e-121,1.03544556048307e-119,"MAFG","4097","MAF bZIP transcription factor G"
"ENSG00000206053",1065.6150476661,-1.55143427659214,0.0663160207543317,-23.3945622633096,4.85452218139447e-121,2.86183791637567e-119,"JPT2","90861","Jupiter microtubule associated homolog 2"
"ENSG00000102996",367.71965591051,3.29631708392425,0.140949695597578,23.3864789132676,5.8669140204023e-121,3.44488361883224e-119,"MMP15","4324","matrix metallopeptidase 15"
"ENSG00000114850",6573.62781699394,-1.22649651974768,0.0524934961038807,-23.3647329817877,9.76280746532207e-121,5.70969271523479e-119,"SSR3","6747","signal sequence receptor subunit 3"
"ENSG00000006468",1084.58824621265,1.63286450478519,0.0699772520715263,23.3342187131924,1.99329528945682e-120,1.1611535958899e-118,"ETV1","2115","ETS variant 1"
"ENSG00000144959",842.046399250896,-1.75492132385691,0.0752096416209347,-23.3337280438314,2.01629044733541e-120,1.16992474853659e-118,"NCEH1","57552","neutral cholesterol ester hydrolase 1"
"ENSG00000150636",342.248144196322,3.13690529657661,0.134564532007704,23.3115312762878,3.38683094294659e-120,1.95745546812341e-118,"CCDC102B","79839","coiled-coil domain containing 102B"
"ENSG00000139734",376.886782058311,-3.00416798462513,0.129005491698899,-23.2871325481004,5.98593223154201e-120,3.44611989173696e-118,"DIAPH3","81624","diaphanous related formin 3"
"ENSG00000114796",586.82411052868,2.29706482328066,0.0986510557553731,23.284746480329,6.32858081816492e-120,3.62920716335076e-118,"KLHL24","54800","kelch like family member 24"
